事業者,物件名,都道府県,住所,収容台数,円per時,最大料金_24時間,最大料金_夜間,緯度,経度,取得日時,URL
三井のリパーク,三井のリパーク守口大久保町３丁目駐車場,大阪府,大阪府守口市大久保町３丁目５ー５,14,300,400,200,34.753478276452,135.59687123095,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012160
三井のリパーク,三井のリパーク岩本町２丁目第５駐車場,東京都,東京都千代田区岩本町２丁目１６ー１８,5,1650,,,35.694042381184,139.77845564424,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012161
三井のリパーク,三井のリパーク横浜箕輪町３丁目駐車場,神奈川県,神奈川県横浜市港北区箕輪町３丁目２１ー３６,4,440,,330,35.545200317159,139.63943793223,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012167
三井のリパーク,三井のリパーク高槻天神町第２駐車場,大阪府,大阪府高槻市天神町１丁目４ー３,9,1200,1800,,34.854042867149,135.61674550473,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012168
三井のリパーク,三井のリパーク横浜三春台駐車場,神奈川県,神奈川県横浜市南区三春台１４１,4,440,900,,35.442321968845,139.61291709397,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012170
三井のリパーク,三井のリパーク宝塚栄町１丁目第２駐車場,兵庫県,兵庫県宝塚市栄町１丁目１１,10,300,800,,34.809720676146,135.34711438325,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012172
三井のリパーク,三井のリパーク東住吉今川２丁目駐車場,大阪府,大阪府大阪市東住吉区今川２丁目８ー１１,9,220,,,34.630154352845,135.53942612438,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012175
三井のリパーク,三井のリパーククリエイトエス・ディー戸塚品濃町店駐車場,神奈川県,神奈川県横浜市戸塚区品濃町５６０ー１,18,400,,,35.434030249348,139.55908027988,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012184
三井のリパーク,三井のリパーク茅ヶ崎十間坂１丁目第２駐車場,神奈川県,神奈川県茅ヶ崎市十間坂１丁目３ー３７,3,660,1700,,35.331435714558,139.40276743066,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012186
三井のリパーク,三井のリパーク南浦和２丁目第３駐車場,埼玉県,埼玉県さいたま市南区南浦和２丁目３２ー１３,4,400,,,35.849290588726,139.67237119478,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012188
三井のリパーク,三井のリパーク川口領家３丁目駐車場,埼玉県,埼玉県川口市領家３丁目１９ー１５,9,440,900,,35.790320471792,139.74980636724,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012189
三井のリパーク,三井のリパーク旭川２条通８丁目駐車場,北海道,北海道旭川市二条通８丁目２０１１,18,200,,,43.766340731435,142.36055838886,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012191
三井のリパーク,三井のリパーク神之木台第２駐車場,神奈川県,神奈川県横浜市神奈川区神之木台８ー１７,16,800,1200,400,35.493861554708,139.65033383531,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012192
三井のリパーク,三井のリパーク坂下２丁目第３駐車場,東京都,東京都板橋区坂下２丁目１１,4,600,900,400,35.781797947951,139.68039585816,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012194
三井のリパーク,三井のリパーク世田谷喜多見１丁目駐車場,東京都,東京都世田谷区喜多見１丁目２７ー３,6,440,1100,,35.624077243733,139.59663229917,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012195
三井のリパーク,三井のリパーク八幡山駅前駐車場,東京都,東京都杉並区上高井戸１丁目８ー２３,2,1100,,,35.67097535122,139.61642571784,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012196
三井のリパーク,三井のリパーク壬生川正面東駐車場,京都,京都府京都市下京区二人司町１ー３９,8,330,1100,,34.991560978755,135.74639507219,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012197
三井のリパーク,三井のリパーク土師ノ里駅北駐車場,大阪府,大阪府藤井寺市惣社１丁目１ー１５,13,220,500,,34.575253229936,135.61601673661,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012198
三井のリパーク,三井のリパーク金沢袋町駐車場,石川県,石川県金沢市袋町４ー２,8,200,600,,36.572424484082,136.65835487414,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012200
三井のリパーク,三井のリパーク千石４丁目第３駐車場,東京都,東京都文京区千石４丁目５ー１５,4,990,,400,35.728601906257,139.74024611515,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012203
三井のリパーク,三井のリパーク岡山中央町第４駐車場,岡山県,岡山県岡山市北区中央町７ー１４,6,400,,,34.656978843848,133.9252783877,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012208
三井のリパーク,三井のリパーク湘南台５丁目駐車場,神奈川県,神奈川県藤沢市湘南台５丁目６ー１２,3,440,1100,,35.399365698735,139.46797555323,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012209
三井のリパーク,三井のリパークダイバーシティ東京プラザ駐車場駐車場,東京都,東京都江東区青海１丁目１ー１０ダイバーシティ東京,1307,500,,,35.625407990794,139.77475911162,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012210
三井のリパーク,三井のリパーク新川崎スクエア駐車場駐車場,神奈川県,神奈川県川崎市幸区鹿島田１丁目１ー３,97,400,1300,,35.550575319828,139.67250438259,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012211
三井のリパーク,三井のリパーク成増駅前小林病院駐車場,東京都,東京都板橋区成増３丁目１０ー８,4,750,,400,35.778458600719,139.63371377783,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012212
三井のリパーク,三井のリパーク杉並松ノ木１丁目駐車場,東京都,東京都杉並区松ノ木１丁目７ー９,5,440,1000,400,35.688954411825,139.64090896765,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012216
三井のリパーク,三井のリパーク市谷左内町駐車場,東京都,東京都新宿区市谷左内町３９,9,1650,,400,35.694658206364,139.73408985542,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012217
三井のリパーク,三井のリパークＴＳＵＴＡＹＡ大師店駐車場,神奈川県,神奈川県川崎市川崎区池上新町２丁目１ー１,22,400,1200,,35.524665139892,139.72618722835,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012218
三井のリパーク,三井のリパーク垂水星が丘１丁目駐車場,兵庫県,兵庫県神戸市垂水区星が丘１丁目４ー５０,15,400,800,,34.640014149068,135.04746930493,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012220
三井のリパーク,三井のリパーク御前通九条北駐車場,京都,京都府京都市南区唐橋川久保町１６－３,4,330,750,,34.978712172844,135.73607707574,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012222
三井のリパーク,三井のリパーク市川八幡２丁目駐車場,千葉県,千葉県市川市八幡２丁目１２ー１３,5,800,,,35.720711602917,139.92903913238,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012223
三井のリパーク,三井のリパーク元浅草１丁目第４駐車場,東京都,東京都台東区元浅草１丁目７ー５,5,990,3100,,35.707479925406,139.78375180764,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012224
三井のリパーク,三井のリパークさいたま新中里４丁目駐車場,埼玉県,埼玉県さいたま市中央区新中里４丁目１７ー３７,14,660,900,,35.878561804514,139.63496739729,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012225
三井のリパーク,三井のリパーク長野南石堂町駐車場,長野県,長野県長野市大字南長野南石堂町１２８２ー１２,17,400,,,36.643971291115,138.18587749827,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012226
三井のリパーク,三井のリパーク上石神井２丁目第３駐車場,東京都,東京都練馬区上石神井２丁目２０ー４,5,345,900,400,35.728285507924,139.59464988735,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012228
三井のリパーク,三井のリパーク伊勢山１丁目駐車場,愛知県,愛知県名古屋市中区伊勢山１丁目１１－８,4,400,1000,400,35.150989076517,136.89999470364,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012230
三井のリパーク,三井のリパーク渋谷南平台町第３駐車場,東京都,東京都渋谷区南平台町１７ー６,4,1980,,,35.65367301479,139.69479500606,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012231
三井のリパーク,三井のリパーク八尾南太子堂２丁目駐車場,大阪府,大阪府八尾市南太子堂２丁目３ー１０,8,220,600,,34.609879622866,135.58977287671,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012232
三井のリパーク,三井のリパーク駒込１丁目第３駐車場,東京都,東京都豊島区駒込１丁目４３ー１５,4,1500,,,35.735492943616,139.74645361531,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012233
三井のリパーク,三井のリパーク三本松町第３駐車場,愛知県,愛知県名古屋市熱田区三本松町１６ー４,8,300,1100,300,35.125972558731,136.91438910413,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012234
三井のリパーク,三井のリパーク鶴見区今津中１丁目駐車場,大阪府,大阪府大阪市鶴見区今津中１丁目４ー１９,4,330,800,,34.692020452909,135.56778203171,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012240
三井のリパーク,三井のリパーク西天満１丁目第２駐車場,大阪府,大阪府大阪市北区西天満１丁目５ー１５,4,990,2100,,34.694377488999,135.50796744672,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012242
三井のリパーク,三井のリパーク目黒中町１丁目第４駐車場,東京都,東京都目黒区中町１丁目２５－２４,2,660,,,35.629895049255,139.69743754849,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012243
三井のリパーク,三井のリパーク東村山美住町１丁目駐車場,東京都,東京都東村山市美住町１丁目７ー４６,7,220,800,,35.747778372047,139.4645264634,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012248
三井のリパーク,三井のリパーク守山自衛隊前駐車場,愛知県,愛知県名古屋市守山区廿軒家１１ー１,15,300,500,,35.196126930438,136.95815446108,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012249
三井のリパーク,三井のリパークコジマ×ビックカメラ生野店駐車場,大阪府,大阪府大阪市生野区巽中１丁目２５ー６,40,300,600,300,34.653191038292,135.55433771422,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012250
三井のリパーク,三井のリパーク一宮栄４丁目駐車場,愛知県,愛知県一宮市栄４丁目１－１３,7,400,,,35.301287897191,136.79870452793,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012254
三井のリパーク,三井のリパーク一宮栄４丁目第２駐車場,愛知県,愛知県一宮市栄４丁目４－１８,7,400,,,35.301199019105,136.79878508133,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012255
三井のリパーク,三井のリパーク新木場駅前駐車場,東京都,東京都江東区新木場１丁目１８ー６新木場センタービル,33,600,1600,,35.644420739251,139.82588732299,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012258
三井のリパーク,三井のリパーク守山大森１丁目駐車場,愛知県,愛知県名古屋市守山区大森１丁目３００１番２,14,330,650,,35.203357364828,136.99546769631,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012259
三井のリパーク,三井のリパーク静岡呉服町１丁目第２駐車場,静岡県,静岡県静岡市葵区呉服町１丁目４－３,2,990,,700,34.975380941586,138.3804687268,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012263
三井のリパーク,三井のリパーク岡山浜１丁目駐車場,岡山県,岡山県岡山市中区浜１丁目２０ー１２,7,200,300,,34.673299534635,133.93749884329,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012267
三井のリパーク,三井のリパーク京橋１丁目第４駐車場,東京都,東京都中央区京橋１丁目１９ー２,3,2640,2200,,35.676763589318,139.77364572833,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012269
三井のリパーク,三井のリパーク溝口１丁目駐車場,神奈川県,神奈川県川崎市高津区溝口１丁目２４ー１８,2,440,,1100,35.600455129797,139.61720945598,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012271
三井のリパーク,三井のリパーク東大阪吉田下島駐車場,大阪府,大阪府東大阪市吉田下島４ー２８,24,220,450,,34.671812427479,135.62068690252,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012272
三井のリパーク,三井のリパーク荻窪５丁目第５駐車場,東京都,東京都杉並区荻窪５丁目８ー９,9,1650,2300,,35.703046963586,139.61887403771,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012274
三井のリパーク,三井のリパーク栄第４８駐車場,愛知県,愛知県名古屋市中区栄３丁目２５ー２６,6,1000,1200,,35.163635037485,136.90523812988,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012275
三井のリパーク,三井のリパーク名駅第３９駐車場,愛知県,愛知県名古屋市中村区名駅３丁目５ー８,5,880,,,35.173572567361,136.88828074758,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012276
三井のリパーク,三井のリパーク姫里２丁目第５駐車場,大阪府,大阪府大阪市西淀川区姫里２丁目１６ー２０,6,330,800,,34.7079890616,135.45870424422,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012277
三井のリパーク,三井のリパーク吹田内本町３丁目駐車場,大阪府,大阪府吹田市内本町３丁目３５ー４,9,440,600,,34.754299202685,135.52771582544,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012278
三井のリパーク,三井のリパーク城東諏訪４丁目第２駐車場,大阪府,大阪府大阪市城東区諏訪４丁目９ー２４,6,200,600,,34.680940943505,135.55979709403,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012281
三井のリパーク,三井のリパーク川崎南町第１０駐車場,神奈川県,神奈川県川崎市川崎区南町３ー２,5,792,,,35.52707832098,139.70043647781,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012282
三井のリパーク,三井のリパーク広島京橋町第８駐車場,広島県,広島県広島市南区京橋町７ー７,3,400,,300,34.39436210676,132.47212227464,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012284
三井のリパーク,三井のリパーク那覇市辻２丁目駐車場,沖縄県,沖縄県那覇市辻２丁目１８ー２０,5,440,,,26.218080031345,127.67032136339,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012285
三井のリパーク,三井のリパーク金沢八景駅前第２駐車場,神奈川県,神奈川県横浜市金沢区瀬戸３ー１１,14,400,,400,35.330642408258,139.62208258626,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012288
三井のリパーク,三井のリパーク新潟学校町通二番町駐車場,新潟県,新潟県新潟市中央区学校町通２番町５２９２,13,400,1000,,37.916658347097,139.03605939933,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012293
三井のリパーク,三井のリパーク西宮池開町第２駐車場,兵庫県,兵庫県西宮市池開町８ー１,9,660,990,400,34.716714483236,135.37723283057,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012294
三井のリパーク,三井のリパーク南常盤台１丁目駐車場,東京都,東京都板橋区南常盤台１丁目２５ー５,9,480,1600,500,35.75728130895,139.69085445149,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012296
三井のリパーク,三井のリパーク新横浜駅篠原口駐車場,神奈川県,神奈川県横浜市港北区篠原町２９７１－１,3,440,,,35.506342975139,139.61726933956,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012297
三井のリパーク,三井のリパーク鹿児島新屋敷町駐車場,鹿児島県,鹿児島県鹿児島市新屋敷町２９ー４,7,200,650,,31.584337565286,130.55789119729,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012301
三井のリパーク,三井のリパーク田島２丁目駐車場,大阪府,大阪府大阪市生野区田島２丁目５ー２０,5,330,600,400,34.650391116007,135.54164167554,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012303
三井のリパーク,三井のリパーク高師浜駅南駐車場,大阪府,大阪府高石市高師浜４丁目１４ー１８,7,200,400,,34.525830276077,135.4305177509,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012304
三井のリパーク,三井のリパーク麹町２丁目駐車場,東京都,東京都千代田区麹町２丁目５,4,3300,,,35.68348729988,139.74099813008,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012305
三井のリパーク,三井のリパーク北花田駅北駐車場,大阪府,大阪府堺市北区北花田町３丁３０ー１４,11,330,650,,34.585933701702,135.51761330513,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012306
三井のリパーク,三井のリパーク札幌北１東１０駐車場,北海道,北海道札幌市中央区北一条東１０丁目１５－５,32,450,700,400,43.065803937906,141.37131724588,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012307
三井のリパーク,三井のリパーク那覇市前島２丁目第５駐車場,沖縄県,沖縄県那覇市前島２丁目７ー１７,5,330,,,26.220452250389,127.68467839481,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012308
三井のリパーク,三井のリパーク本八幡駅前第４駐車場,千葉県,千葉県市川市南八幡４丁目５ー５,20,800,,,35.720225489138,139.9259033042,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012309
三井のリパーク,三井のリパーク甲子園九番町第２駐車場,兵庫県,兵庫県西宮市甲子園九番町１３ー１１,6,220,,,34.714617192479,135.36045376563,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012310
三井のリパーク,三井のリパーク盛岡大沢川原２丁目駐車場,岩手県,岩手県盛岡市大沢川原２丁目２ー３２,26,200,700,400,39.699957220134,141.14501602629,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012314
三井のリパーク,三井のリパーク盛岡肴町第２駐車場,岩手県,岩手県盛岡市南大通１丁目６ー１１,14,200,600,400,39.698563123728,141.15637903579,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012315
三井のリパーク,三井のリパークライオンズガーデン郡山駐車場,福島県,福島県郡山市昭和１丁目１５ー１ライオンズガーデン郡山,5,100,,,37.384986018038,140.38600510235,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012316
三井のリパーク,三井のリパーク幅下２丁目第２駐車場,愛知県,愛知県名古屋市西区幅下２丁目１２,7,440,,,35.177877714613,136.89129974262,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012319
三井のリパーク,三井のリパーク神田神保町第１１駐車場,東京都,東京都千代田区神田神保町１丁目３９,14,1980,,,35.694653113104,139.76049321888,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012320
三井のリパーク,三井のリパーク河内山本駅前駐車場,大阪府,大阪府八尾市西山本町２丁目３ー１１,17,400,800,,34.628653122063,135.61881126764,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012321
三井のリパーク,三井のリパーク六本松４丁目第３駐車場,福岡県,福岡県福岡市中央区六本松４丁目５ー９,4,220,800,,33.573968854425,130.37917831218,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012323
三井のリパーク,三井のリパーク広島本川町２丁目第６駐車場,広島県,広島県広島市中区本川町２丁目５ー３２,5,400,,200,34.397600269082,132.45034893379,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012329
三井のリパーク,三井のリパーク薬院２丁目第２駐車場,福岡県,福岡県福岡市中央区薬院２丁目１４ー２,5,1500,,,33.582068279196,130.39584322222,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012334
三井のリパーク,三井のリパーク板橋中丸町第５駐車場,東京都,東京都板橋区中丸町４３ー２,3,660,,,35.74322468993,139.70290409804,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012335
三井のリパーク,三井のリパーク秋川駅前第２駐車場,東京都,東京都あきる野市秋川２丁目６ー１２,8,264,600,,35.729063353397,139.28525332464,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012337
三井のリパーク,三井のリパーク吹上２丁目駐車場,愛知県,愛知県名古屋市千種区吹上２丁目２ー７,14,440,800,300,35.159385878026,136.92733926806,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012338
三井のリパーク,三井のリパーク東淀川大桐５丁目駐車場,大阪府,大阪府大阪市東淀川区大桐５丁目１８ー１４,8,220,500,,34.751744306132,135.54976688876,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012339
三井のリパーク,三井のリパーク豊中服部西町４丁目駐車場,大阪府,大阪府豊中市服部西町４丁目１１ー５２,8,220,600,,34.76116964288,135.46777881979,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012340
三井のリパーク,三井のリパーク刈谷駅前第７駐車場,愛知県,愛知県刈谷市相生町２丁目１９,32,400,,,34.992810695739,137.01010673154,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012341
三井のリパーク,三井のリパーク長喜町２丁目駐車場,愛知県,愛知県名古屋市北区長喜町２丁目３４ー２,12,400,600,400,35.203730960105,136.91733527893,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012343
三井のリパーク,三井のリパーク横浜久保町第５駐車場,神奈川県,神奈川県横浜市西区久保町２４ー１８,4,528,,400,35.449404482266,139.60930873351,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012344
三井のリパーク,三井のリパーク横浜大久保１丁目駐車場,神奈川県,神奈川県横浜市港南区大久保１丁目１７ー１８,6,300,850,400,35.407703083481,139.59195098427,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012345
三井のリパーク,三井のリパーク北花田駅北第２駐車場,大阪府,大阪府堺市北区北花田町４丁１１１ー１０,11,330,650,,34.584811667736,135.52150747839,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012346
三井のリパーク,三井のリパーク和泉府中駅前第２駐車場,大阪府,大阪府和泉市肥子町１丁目１ー４,4,220,800,,34.487575900303,135.42287570206,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012347
三井のリパーク,三井のリパーク西尾久４丁目駐車場,東京都,東京都荒川区西尾久４丁目２ー１,5,440,1000,400,35.744514472303,139.7620046864,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012349
三井のリパーク,三井のリパーク東岡崎駅前第３駐車場,愛知県,愛知県岡崎市明大寺本町１丁目８－１,27,600,,,34.953423162241,137.16454294142,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012350
三井のリパーク,三井のリパーク住吉町４丁目第２駐車場,東京都,東京都西東京市住吉町４丁目１０ー１,8,330,600,,35.749160283339,139.55063591546,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012351
三井のリパーク,三井のリパーク仙台上杉３丁目駐車場,宮城県,宮城県仙台市青葉区上杉３丁目３ー４４,37,240,,300,38.270749831267,140.87578197428,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012353
三井のリパーク,三井のリパーク万代１丁目第３駐車場,大阪府,大阪府大阪市阿倍野区万代１丁目６ー２４,4,440,700,400,34.622899011698,135.50729857162,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012356
三井のリパーク,三井のリパーク柿の木坂２丁目第６駐車場,東京都,東京都目黒区柿の木坂２丁目１３－８,5,660,,300,35.624942421791,139.67572846846,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012357
三井のリパーク,三井のリパーク西ノ京冷泉町駐車場,京都,京都府京都市中京区西ノ京冷泉町１１０,14,330,880,,35.015258265616,135.73617816251,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012358
三井のリパーク,三井のリパーク広島舟入中町第３駐車場,広島県,広島県広島市中区舟入中町１１ー１８,3,200,,,34.38629304412,132.44454438052,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012359
三井のリパーク,三井のリパーク江東大島８丁目駐車場,東京都,東京都江東区大島８丁目２３ー４,6,440,1300,,35.690196659107,139.84083397386,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012360
三井のリパーク,三井のリパーク寝屋川石津南町駐車場,大阪府,大阪府寝屋川市石津南町８ー３２,4,440,950,,34.773732102768,135.62187099912,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012361
三井のリパーク,三井のリパーク長野南石堂町第２駐車場,長野県,長野県長野市大字南長野南石堂町１２８２,4,400,,950,36.644012954629,138.18593304774,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012363
三井のリパーク,三井のリパーク赤塚３丁目駐車場,東京都,東京都板橋区赤塚３丁目３７ー１９,5,660,900,450,35.780355671845,139.63663566981,2026-06-30T18:23:55.991Z,https://www.repark.jp/parking_user/time/result/detail/?park=REP0012364
